Rank,teamId,teamImageId,teamFullName,team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,MinIncET,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount,optaTeamId,week,game,home,away,win,draw,loss,date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,result,scatterId,scatterExtra
187,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1114,"109,084","34,236","52,695","14,798",5501.8,1858.0,3260,4548,1069,346,87,3315,12,ROU vs VIL,false,true,false,false,true,2025-11-01,ak96r947celykykdd3o46xz4k,b97a5km6rb42fv858volubsi6,2340,2340,Villefranche,Rouen,ROU,1,2,Played,L 1-2,2585353,ROU vs VIL (2025-11-01)
187,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1114,"108,418","34,547","51,133","14,870",5346.6,1845.1,3257,4419,1057,327,88,2340,12,ROU vs VIL,true,false,true,false,false,2025-11-01,ak96r947celykykdd3o46xz4k,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Rouen,Villefranche,VIL,2,1,Played,W 2-1,2585353,ROU vs VIL (2025-11-01)
189,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"104,100","34,754","51,104","12,854",4476.0,1359.6,3364,4386,947,291,74,921,13,QRM vs CHA,false,true,true,false,false,2025-11-07,aot4dhwyyeslyv6s2qaydm1hw,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Châteauroux,Quevilly-Rouen Métropole,QRM,3,0,Played,W 3-0,2585366,QRM vs CHA (2025-11-07)
189,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1092,"114,796","33,602","58,292","15,864",5113.5,1412.1,3577,4862,1164,329,77,21581,13,CAE vs P13,false,true,false,true,false,2025-11-07,aogv305obv0ymitqn1hq4d1qs,ab80vest6tgco121qtfyphq7c,1028,1028,Paris 13 Atletico,Caen,CAE,0,0,Played,T 0-0,2585365,CAE vs P13 (2025-11-07)
189,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9600,13,AUB vs PUY,true,false,false,false,true,2025-11-07,amoij00l3af26egi89g3sqoes,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Aubagne,Le Puy Foot,PUY,1,4,Played,L 1-4,2585360,AUB vs PUY (2025-11-07)
189,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1063,"111,830","33,841","54,949","15,427",6150.8,1753.5,3493,4855,1109,380,90,2130,13,BBP vs DIJ,false,true,true,false,false,2025-11-07,anrggql88jj17wx8co2nugx78,bizl0ptma24fjoafuqclu8k5b,3312,3312,Dijon,Bourg-Péronnas,BBP,2,1,Played,W 2-1,2585363,BBP vs DIJ (2025-11-07)
189,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"110,024","35,065","55,158","14,632",5523.6,1528.0,3479,4677,1080,350,81,6785,13,CON vs ORL,false,true,false,false,true,2025-11-07,andcuz9zuyh63vn0xw5kxfaxg,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Orléans,Concarneau,CON,0,3,Played,L 0-3,2585362,CON vs ORL (2025-11-07)
189,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"111,149","33,752","54,136","15,525",5961.4,2062.6,3365,4663,1132,362,95,693,13,FLE vs SOC,false,true,false,true,false,2025-11-07,ao44ry8y7vnprmp55zo0bq4us,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Sochaux,Fleury,FLE,0,0,Played,T 0-0,2585364,FLE vs SOC (2025-11-07)
189,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14035,13,AUB vs PUY,false,true,true,false,false,2025-11-07,amoij00l3af26egi89g3sqoes,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Le Puy Foot,Aubagne,AUB,4,1,Played,W 4-1,2585360,AUB vs PUY (2025-11-07)
189,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1083,"112,507","32,594","52,798","16,794",6892.3,2278.3,3271,4666,1207,438,112,3315,13,VIL vs SBR,true,false,true,false,false,2025-11-07,api08a7c4905821plwci4uvbo,rv0okxl2zv1ow3me605xl8b5,3271,3271,Villefranche,Stade Briochin,SBR,3,1,Played,W 3-1,2585368,VIL vs SBR (2025-11-07)
189,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1083,"112,954","31,864","53,561","17,083",6841.5,2122.8,3292,4692,1226,415,109,3271,13,VIL vs SBR,false,true,false,false,true,2025-11-07,api08a7c4905821plwci4uvbo,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Stade Briochin,Villefranche,VIL,1,3,Played,L 1-3,2585368,VIL vs SBR (2025-11-07)
189,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1055,"108,104","34,687","50,874","14,304",5859.8,2063.4,3705,4912,1059,356,109,1996,13,VRS vs VFC,false,true,false,true,false,2025-11-07,ap5mkzjn4bo1r4vbzr3cw1fro,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Valenciennes,Versailles,VRS,1,1,Played,T 1-1,2585367,VRS vs VFC (2025-11-07)
189,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"112,059","33,988","55,140","14,534",5418.6,1532.2,3570,4825,1090,336,76,3272,13,CON vs ORL,true,false,true,false,false,2025-11-07,andcuz9zuyh63vn0xw5kxfaxg,d79cmam5svw9j2mplbu9kut7p,6785,6785,Concarneau,Orléans,ORL,3,0,Played,W 3-0,2585362,CON vs ORL (2025-11-07)
189,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1092,"115,149","33,541","58,547","14,923",5781.3,1866.3,3598,4882,1094,361,93,1028,13,CAE vs P13,true,false,false,true,false,2025-11-07,aogv305obv0ymitqn1hq4d1qs,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Caen,Paris 13 Atletico,P13,0,0,Played,T 0-0,2585365,CAE vs P13 (2025-11-07)
189,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"105,216","34,583","50,404","13,270",5144.1,1505.7,3360,4443,974,325,79,2541,13,QRM vs CHA,true,false,false,false,true,2025-11-07,aot4dhwyyeslyv6s2qaydm1hw,67igj3fctu1kt6ntkrwpdt72i,921,921,Quevilly-Rouen Métropole,Châteauroux,CHA,0,3,Played,L 0-3,2585366,QRM vs CHA (2025-11-07)
189,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"111,154","34,005","54,269","14,951",6042.3,1933.6,3322,4547,1108,378,99,12199,13,FLE vs SOC,true,false,false,true,false,2025-11-07,ao44ry8y7vnprmp55zo0bq4us,d9kwaceoj54pfprd6oc2hwae6,693,693,Fleury,Sochaux,SOC,0,0,Played,T 0-0,2585364,FLE vs SOC (2025-11-07)
189,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1071,"114,657","33,646","57,844","15,238",5837.1,2051.8,3561,4942,1120,363,99,3312,13,BBP vs DIJ,true,false,false,false,true,2025-11-07,anrggql88jj17wx8co2nugx78,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Bourg-Péronnas,Dijon,DIJ,1,2,Played,L 1-2,2585363,BBP vs DIJ (2025-11-07)
189,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1055,"110,419","33,266","54,969","14,801",5932.6,2287.8,3696,4905,1083,361,111,5427,13,VRS vs VFC,true,false,false,true,false,2025-11-07,ap5mkzjn4bo1r4vbzr3cw1fro,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Versailles,Valenciennes,VFC,1,1,Played,T 1-1,2585367,VRS vs VFC (2025-11-07)
205,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1063,"113,826","31,867","55,236","17,595",6473.1,1956.6,3269,4732,1236,407,99,921,14,CHA vs VRS,true,false,false,false,true,2025-11-21,apu9ka5oixxtzfms7podbysyc,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Châteauroux,Versailles,VRS,1,3,Played,L 1-3,2585369,CHA vs VRS (2025-11-21)
205,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1052,"116,468","32,988","56,470","17,130",7394.9,2863.6,3417,4895,1237,454,136,21581,14,P13 vs VIL,true,false,true,false,false,2025-11-21,ar85e6ik1hlqr1lzo97mfzwgk,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Paris 13 Atletico,Villefranche,VIL,1,0,Played,W 1-0,2585373,P13 vs VIL (2025-11-21)
205,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1086,"118,091","34,108","59,762","15,971",5788.2,1648.5,3746,5084,1174,367,89,9600,14,ORL vs AUB,false,true,true,false,false,2025-11-21,aqvngmpf5hzzmrxbkrh8b2p04,d79cmam5svw9j2mplbu9kut7p,6785,6785,Aubagne,Orléans,ORL,4,2,Played,W 4-2,2585372,ORL vs AUB (2025-11-21)
205,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1046,"114,235","33,288","55,473","16,703",6483.8,2040.0,3369,4787,1197,391,101,2130,14,SOC vs DIJ,false,true,true,false,false,2025-11-21,arwpg8yuf1t778su758wb6gwk,d9kwaceoj54pfprd6oc2hwae6,693,693,Dijon,Sochaux,SOC,1,0,Played,W 1-0,2585375,SOC vs DIJ (2025-11-21)
205,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1086,"116,428","35,199","58,974","15,804",5978.0,1600.7,3664,4942,1142,382,84,6785,14,ORL vs AUB,true,false,false,false,true,2025-11-21,aqvngmpf5hzzmrxbkrh8b2p04,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Orléans,Aubagne,AUB,2,4,Played,L 2-4,2585372,ORL vs AUB (2025-11-21)
205,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1046,"115,502","33,166","57,763","16,377",6129.3,2000.3,3430,4873,1185,371,101,693,14,SOC vs DIJ,true,false,false,false,true,2025-11-21,arwpg8yuf1t778su758wb6gwk,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Sochaux,Dijon,DIJ,0,1,Played,L 0-1,2585375,SOC vs DIJ (2025-11-21)
205,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1072,"111,957","34,364","56,388","14,685",5907.2,1735.4,3581,4840,1076,374,88,14035,14,PUY vs QRM,true,false,true,false,false,2025-11-21,aqjcfbnqk7eayu0cc9h43jok4,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Le Puy Foot,Quevilly-Rouen Métropole,QRM,2,1,Played,W 2-1,2585371,PUY vs QRM (2025-11-21)
205,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1052,"117,348","32,981","55,905","17,696",7960.6,3100.9,3374,4917,1253,481,153,3315,14,P13 vs VIL,false,true,false,false,true,2025-11-21,ar85e6ik1hlqr1lzo97mfzwgk,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Villefranche,Paris 13 Atletico,P13,0,1,Played,L 0-1,2585373,P13 vs VIL (2025-11-21)
205,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1068,"124,494","32,651","61,497","19,488",7833.5,2441.9,3718,5422,1410,519,117,1996,14,VFC vs FLE,true,false,false,false,true,2025-11-21,asn0te4o5zq4xz7ryhbqm4p3o,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Valenciennes,Fleury,FLE,0,2,Played,L 0-2,2585377,VFC vs FLE (2025-11-21)
205,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1057,"109,611","33,663","56,462","14,375",5015.0,1387.9,3593,4816,1053,316,74,2340,14,ROU vs CON,true,false,false,true,false,2025-11-21,aq6tpi2tbbdhvzc735jpqcljo,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Rouen,Concarneau,CON,0,0,Played,T 0-0,2585370,ROU vs CON (2025-11-21)
205,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1030,"106,988","33,697","53,825","13,841",4811.0,1253.0,3594,4801,1046,303,60,3272,14,ROU vs CON,false,true,false,true,false,2025-11-21,aq6tpi2tbbdhvzc735jpqcljo,b97a5km6rb42fv858volubsi6,2340,2340,Concarneau,Rouen,ROU,0,0,Played,T 0-0,2585370,ROU vs CON (2025-11-21)
205,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1048,"120,619","30,847","61,550","18,852",6546.5,1783.1,3584,5305,1395,417,90,1028,14,CAE vs BBP,true,false,true,false,false,2025-11-21,arkf9bft5vp765npnqivhao7o,bizl0ptma24fjoafuqclu8k5b,3312,3312,Caen,Bourg-Péronnas,BBP,1,0,Played,W 1-0,2585374,CAE vs BBP (2025-11-21)
205,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1072,"112,511","33,398","59,529","13,547",5010.9,1412.4,3733,5011,1017,312,70,2541,14,PUY vs QRM,false,true,false,false,true,2025-11-21,aqjcfbnqk7eayu0cc9h43jok4,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Quevilly-Rouen Métropole,Le Puy Foot,PUY,1,2,Played,L 1-2,2585371,PUY vs QRM (2025-11-21)
205,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1068,"124,725","31,621","63,239","19,736",7372.8,2107.8,3749,5516,1458,478,105,12199,14,VFC vs FLE,false,true,true,false,false,2025-11-21,asn0te4o5zq4xz7ryhbqm4p3o,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Fleury,Valenciennes,VFC,2,0,Played,W 2-0,2585377,VFC vs FLE (2025-11-21)
205,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1048,"122,377","31,030","62,514","19,895",7041.7,1787.0,3551,5230,1453,439,82,3312,14,CAE vs BBP,false,true,false,false,true,2025-11-21,arkf9bft5vp765npnqivhao7o,ab80vest6tgco121qtfyphq7c,1028,1028,Bourg-Péronnas,Caen,CAE,0,1,Played,L 0-1,2585374,CAE vs BBP (2025-11-21)
205,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1078,"114,362","32,722","56,882","16,963",6166.2,2004.8,3406,4857,1240,393,98,5427,14,CHA vs VRS,false,true,true,false,false,2025-11-21,apu9ka5oixxtzfms7podbysyc,67igj3fctu1kt6ntkrwpdt72i,921,921,Versailles,Châteauroux,CHA,3,1,Played,W 3-1,2585369,CHA vs VRS (2025-11-21)
221,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,921,15,FLE vs CHA,false,true,false,true,false,2025-12-05,aupf7bfrlx8ikuec13y6ztk44,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Châteauroux,Fleury,FLE,0,0,Played,T 0-0,2585383,FLE vs CHA (2025-12-05)
221,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9600,15,AUB vs ROU,true,false,false,true,false,2025-12-05,aszi1p75u921hlzdq43f8nswk,b97a5km6rb42fv858volubsi6,2340,2340,Aubagne,Rouen,ROU,1,1,Played,T 1-1,2585378,AUB vs ROU (2025-12-05)
221,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2130,15,DIJ vs VFC,true,false,true,false,false,2025-12-05,au0kr2ri55lrn6s0s0hh1wkr8,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Dijon,Valenciennes,VFC,4,1,Played,W 4-1,2585381,DIJ vs VFC (2025-12-05)
221,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6785,15,QRM vs ORL,false,true,true,false,false,2025-12-05,av1thrilw9z8zdsarb7n5rok4,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Orléans,Quevilly-Rouen Métropole,QRM,1,0,Played,W 1-0,2585384,QRM vs ORL (2025-12-05)
221,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1096,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,693,15,BBP vs SOC,false,true,true,false,false,2025-12-05,aucx8dwvzz4lwou2612bs6ntg,bizl0ptma24fjoafuqclu8k5b,3312,3312,Sochaux,Bourg-Péronnas,BBP,3,1,Played,W 3-1,2585382,BBP vs SOC (2025-12-05)
221,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14035,15,VRS vs PUY,false,true,true,false,false,2025-12-05,avea5pvivsj2sxc7x2o0ox9g4,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Le Puy Foot,Versailles,VRS,3,0,Played,W 3-0,2585385,VRS vs PUY (2025-12-05)
221,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1071,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3315,15,VIL vs CAE,true,false,false,true,false,2025-12-05,avqkni30iwrx6fod8mgkwpr84,ab80vest6tgco121qtfyphq7c,1028,1028,Villefranche,Caen,CAE,1,1,Played,T 1-1,2585386,VIL vs CAE (2025-12-05)
221,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1034,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3271,15,CON vs SBR,false,true,false,true,false,2025-12-05,atoa5aj4z8bh11ru1qsoba5n8,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Stade Briochin,Concarneau,CON,2,2,Played,T 2-2,2585380,CON vs SBR (2025-12-05)
221,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1996,15,DIJ vs VFC,false,true,false,false,true,2025-12-05,au0kr2ri55lrn6s0s0hh1wkr8,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Valenciennes,Dijon,DIJ,1,4,Played,L 1-4,2585381,DIJ vs VFC (2025-12-05)
221,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2340,15,AUB vs ROU,false,true,false,true,false,2025-12-05,aszi1p75u921hlzdq43f8nswk,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Rouen,Aubagne,AUB,1,1,Played,T 1-1,2585378,AUB vs ROU (2025-12-05)
221,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1054,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3272,15,CON vs SBR,true,false,false,true,false,2025-12-05,atoa5aj4z8bh11ru1qsoba5n8,rv0okxl2zv1ow3me605xl8b5,3271,3271,Concarneau,Stade Briochin,SBR,2,2,Played,T 2-2,2585380,CON vs SBR (2025-12-05)
221,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1071,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1028,15,VIL vs CAE,false,true,false,true,false,2025-12-05,avqkni30iwrx6fod8mgkwpr84,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Caen,Villefranche,VIL,1,1,Played,T 1-1,2585386,VIL vs CAE (2025-12-05)
221,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2541,15,QRM vs ORL,true,false,false,false,true,2025-12-05,av1thrilw9z8zdsarb7n5rok4,d79cmam5svw9j2mplbu9kut7p,6785,6785,Quevilly-Rouen Métropole,Orléans,ORL,0,1,Played,L 0-1,2585384,QRM vs ORL (2025-12-05)
221,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12199,15,FLE vs CHA,true,false,false,true,false,2025-12-05,aupf7bfrlx8ikuec13y6ztk44,67igj3fctu1kt6ntkrwpdt72i,921,921,Fleury,Châteauroux,CHA,0,0,Played,T 0-0,2585383,FLE vs CHA (2025-12-05)
221,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1096,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3312,15,BBP vs SOC,true,false,false,false,true,2025-12-05,aucx8dwvzz4lwou2612bs6ntg,d9kwaceoj54pfprd6oc2hwae6,693,693,Bourg-Péronnas,Sochaux,SOC,1,3,Played,L 1-3,2585382,BBP vs SOC (2025-12-05)
221,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1044,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5427,15,VRS vs PUY,true,false,false,false,true,2025-12-05,avea5pvivsj2sxc7x2o0ox9g4,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Versailles,Le Puy Foot,PUY,0,3,Played,L 0-3,2585385,VRS vs PUY (2025-12-05)
